,report_id,store_id,uptime_last_hour,downtime_last_hour,uptime_last_day,downtime_last_day,uptime_last_week,downtime_last_week
2873,46,2834338051912960188,0,60,4,13,46,73
2874,46,2834938493920306313,60,0,13,0,85,0
2875,46,2835012025711616261,60,0,23,0,161,0
2876,46,2835270093790762333,,,9,0,63,0
2877,46,2836082899566291083,60,0,11,0,77,0
2878,46,2837852186305332910,60,0,10,4,70,28
2879,46,2838051631963942820,,,10,1,71,4
2880,46,2839160873867561367,,,6,0,76,0
2881,46,2839628331490651635,,,0,12,0,84
2882,46,284087187623705685,0,60,0,23,0,161
2883,46,2840903692608259286,,,9,0,77,0
2884,46,2841220951711839617,60,0,22,1,146,15
2885,46,2841328820425670357,60,0,23,0,161,0
2886,46,2841340681613984744,,,11,0,73,0
2887,46,2841406270177587337,60,0,23,0,161,0
2888,46,2841952460894200446,,,12,0,79,0
2889,46,284239040495575980,,,1,0,7,0
2890,46,2843006657938973919,,,10,0,70,0
2891,46,2843799253836859,,,0,12,0,84
2892,46,2843922073605282342,,,0,3,9,12
2893,46,2844020415355779935,,,0,1,1,6
2894,46,2844028874608509157,60,0,8,0,68,3
2895,46,284503359166357286,,,4,4,38,25
2896,46,284602351764806848,,,1,0,7,0
2897,46,284697877670994683,60,0,16,0,112,0
2898,46,2847150131781104655,60,0,17,0,119,0
2899,46,2847403169862292114,,,0,10,0,70
2900,46,2847492772511006729,,,6,0,36,6
2901,46,2847884463013256725,60,0,23,0,161,0
2902,46,2848896213606582792,60,0,14,0,103,0
2903,46,2849133417129379800,,,9,0,75,0
2904,46,2853667052426129871,0,60,0,23,0,161
2905,46,2855836748558356864,60,0,23,0,161,0
2906,46,2856760573082275493,60,0,12,12,133,28
2907,46,285718313949142954,,,10,0,76,0
2908,46,2857391341195811427,,,12,1,87,4
2909,46,2857409994430083962,60,0,23,0,161,0
2910,46,2858699298690958393,0,60,0,23,0,161
2911,46,2859012985063828777,,,5,0,50,21
2912,46,2859537849758033752,,,0,0,60,0
2913,46,2861300810372708044,60,0,23,0,150,0
2914,46,2861992142511990114,,,0,12,0,84
2915,46,2862121952645485719,30,30,0,23,38,123
2916,46,2862331239181113705,,,9,0,63,0
2917,46,2862628250099307864,,,0,0,60,0
2918,46,2862733798690890876,,,4,6,51,24
2919,46,2863078903068127887,,,0,0,60,0
2920,46,2863272238592657384,,,1,5,7,35
2921,46,2863460864742291594,0,60,0,23,0,161
2922,46,2863660692169833508,60,0,23,0,161,0
2923,46,2864389832976385894,,,0,3,3,18
2924,46,2866836428660074348,,,0,12,15,69
2925,46,2866909813936410488,,,12,0,84,0
2926,46,2867655162727640047,,,0,1,0,73
2927,46,2867926036212952592,60,0,8,0,71,0
2928,46,2869947709215926101,,,12,0,79,0
2929,46,2870071121100350922,0,60,0,23,0,161
2930,46,2870452740229183737,,,1,0,7,0
2931,46,2870753273077640249,,,9,0,68,0
2932,46,2870952845845047203,0,60,0,23,0,161
2933,46,2871150763618303910,60,0,13,0,92,0
2934,46,2871340414765171194,60,0,23,0,160,1
2935,46,2871436819514984784,,,10,0,83,0
2936,46,2871744755394716254,60,0,17,0,119,0
2937,46,287192181371569967,60,0,23,0,161,0
2938,46,2872044828601230301,,,3,0,21,0
2939,46,2872114012792564046,,,9,0,63,0
2940,46,28729668599803486,60,0,13,0,95,0
2941,46,2873839205725435068,,,11,0,56,0
2942,46,2873873834630969098,,,4,0,43,0
2943,46,2874603265098716005,60,0,13,0,91,0
2944,46,2875173090635496177,,,2,0,14,0
2945,46,2876179014448817017,,,0,12,0,84
2946,46,287678995978626199,60,0,23,0,161,0
2947,46,2877110765675062108,,,9,0,63,0
2948,46,2879216131071724069,,,,,,
2949,46,287937172882859474,,,0,11,0,77
2950,46,2880063332304601318,,,1,0,7,0
2951,46,2880498584944229415,60,0,8,0,71,0
2952,46,2880740642542319726,,,8,0,71,0
2953,46,2881894020112399517,,,11,0,75,0
2954,46,2882586297572312980,,,4,0,28,0
2955,46,2883075970393861175,,,1,0,7,0
2956,46,288312054891886470,,,5,0,35,0
2957,46,2884126734815245596,,,12,0,84,0
2958,46,288460694648071309,,,9,0,61,0
2959,46,2884609283589921794,,,1,0,77,0
2960,46,288474835112200401,60,0,14,9,83,78
2961,46,2885015242785315990,,,9,2,50,11
2962,46,2885444771086778480,60,0,23,0,161,0
2963,46,2885485905661456122,60,0,7,0,49,0
2964,46,2885938719755499337,60,0,22,1,157,4
2965,46,2886731081356898538,0,60,0,23,0,161
2966,46,2886778225104684003,60,0,7,0,74,2
2967,46,2888998381140817142,60,0,10,0,85,0
2968,46,2889162186486935069,,,10,0,83,0
2969,46,2889544195114524040,60,0,23,0,140,21
2970,46,2890445735721875717,,,15,0,62,0
2971,46,2890779009337846714,60,0,17,0,119,0
2972,46,2891116411302585912,60,0,23,0,161,0
2973,46,2891982305125898036,60,0,17,6,153,8
2974,46,2895381846890460223,60,0,17,0,119,0
2975,46,2895862343911946930,,,12,0,84,0
2976,46,2896020235551538817,60,0,17,0,119,0
2977,46,2896723432357246028,60,0,11,0,89,0
2978,46,2897157993883793993,,,12,0,75,0
2979,46,2900773469893194680,60,0,23,0,161,0
2980,46,2901121765406847283,60,0,22,1,157,4
2981,46,2901310877161376562,,,2,0,13,1
2982,46,2902464163495727341,,,11,0,72,0
2983,46,2902617107805445350,,,1,0,7,0
2984,46,2903551050183569555,,,6,4,41,19
2985,46,2905032137652820624,0,60,0,23,0,161
2986,46,2905053539790021788,,,10,0,70,0
2987,46,2905134978136821019,,,12,0,70,9
2988,46,2905554666505997751,,,9,0,77,0
2989,46,2906370246630323779,,,0,9,0,63
2990,46,2906703943628031770,,,9,5,76,22
2991,46,2907412593306028871,60,0,23,0,161,0
2992,46,2907510305546678237,60,0,23,0,161,0
2993,46,2907584799641481123,60,0,17,0,119,0
2994,46,2908437764264452624,,,13,0,91,0
2995,46,290924358670002028,,,5,0,30,0
2996,46,290952689368418289,,,0,12,25,53
2997,46,2909549759300318963,0,60,0,23,0,161
2998,46,2909929193738138832,,,4,7,40,37
2999,46,2909952132768174542,,,10,0,83,0
3000,46,2909969577570629666,60,0,15,0,115,0
3001,46,2910108311685413744,,,0,12,0,74
3002,46,2910768130442356304,60,0,10,0,85,0
3003,46,2911301616998845670,60,0,12,4,90,22
3004,46,2911490567153744978,30,30,0,23,33,43
3005,46,291150013994047777,60,0,23,0,161,0
3006,46,2911791788846622304,,,12,0,79,0
3007,46,2912564906335020806,,,12,1,81,5
3008,46,2913358310429902435,,,2,0,14,0
3009,46,2913360969132319358,60,0,23,0,116,46
3010,46,2914854032888630184,,,0,11,0,76
3011,46,2916254961096513651,,,5,5,43,27
3012,46,2916358158094015162,,,9,0,63,0
3013,46,2918444581685698204,,,4,0,25,0
3014,46,2918717612952658691,60,0,23,0,161,0
3015,46,2918967668033394239,,,5,9,54,44
3016,46,2919034318358144116,,,2,0,14,0
3017,46,2919477367492518792,60,0,23,0,161,0
3018,46,2919613102776629805,60,0,11,0,82,0
3019,46,2919613683780070696,,,1,0,62,0
3020,46,2920647941726115816,,,9,0,58,0
3021,46,2921770204752359016,,,1,0,34,0
3022,46,2923344161702449024,0,60,0,5,0,30
3023,46,2925151207834713850,,,,,0,14
3024,46,2925718807780383936,0,60,0,23,0,161
3025,46,2927145846937588743,,,14,0,79,11
3026,46,2927341459859454630,,,4,0,18,0
3027,46,2929105213201598049,60,0,23,0,161,0
3028,46,2930276348410214723,,,8,0,83,0
3029,46,2930415669080334650,,,11,0,77,0
3030,46,293048097587806143,,,9,0,63,0
3031,46,2930625050782019184,,,13,0,91,0
3032,46,2930875376885155428,60,0,13,0,95,0
3033,46,2931285897915688891,,,0,10,31,39
3034,46,2932142754555777477,60,0,11,5,94,23
3035,46,2932579304093439013,60,0,15,0,105,0
3036,46,2932611440383525424,60,0,23,0,161,0
3037,46,2932868160155831423,60,0,16,7,87,74
3038,46,2933417287436894125,,,1,0,7,0
3039,46,2933733739106941079,,,1,0,14,0
3040,46,2933858211456474402,,,0,1,2,17
3041,46,2933965402941291949,,,5,0,25,0
3042,46,2934949347001498307,60,0,23,0,161,0
3043,46,2935022635604205151,0,60,2,10,41,53
3044,46,2935032505897598300,60,0,23,0,161,0
3045,46,2937297056410899541,60,0,23,0,161,0
3046,46,2938195528632552406,0,60,5,4,33,30
3047,46,2938223995205633180,60,0,8,0,65,0
3048,46,2939887537077955524,60,0,14,0,98,0
3049,46,2940985158996110861,0,60,8,6,41,46
3050,46,2942445894046434307,,,0,11,33,39
3051,46,2942562654126415992,,,13,0,86,0
3052,46,294330749305213289,60,0,23,0,161,0
3053,46,2944380648688581321,,,1,0,19,0
3054,46,2947909347053070460,60,0,23,0,161,0
3055,46,2948021050179464414,0,60,0,23,0,161
3056,46,2948984049818098852,60,0,11,0,82,0
3057,46,2949726392396163800,,,11,0,77,0
3058,46,2950016258193042996,60,0,13,0,91,0
3059,46,2950835580566069994,,,11,0,77,0
3060,46,2950853074842260567,,,0,12,0,84
3061,46,2951258606090429244,60,0,23,0,161,0
3062,46,2951988730150933298,,,11,0,101,0
3063,46,2952201007941901287,,,11,0,73,16
3064,46,2952400957608894747,,,0,12,0,79
3065,46,2953461238448293214,,,0,9,38,44
3066,46,2953619650369464938,,,14,0,90,0
3067,46,2953653096791654064,,,10,0,83,0
3068,46,2954412857519275248,60,0,16,0,112,0
3069,46,2954542432707634996,60,0,8,0,65,0
3070,46,2955074410599407316,60,0,16,0,112,0
3071,46,2955578391578187997,60,0,13,0,84,0
3072,46,2956147758621014616,,,0,12,0,84
3073,46,2956165284031707558,0,60,2,11,30,61
3074,46,2956241747542661942,60,0,23,0,142,0
3075,46,2957222027378282947,,,2,0,14,0
3076,46,2957662493048070470,,,1,0,62,0
3077,46,2957988164702192846,,,2,0,14,0
3078,46,2958075441924975759,60,0,23,0,161,0
3079,46,2958221658060682960,,,1,0,34,0
3080,46,2959138085859903490,,,0,11,0,89
3081,46,2960079129465396659,0,60,0,12,0,80
3082,46,2960297822790286171,,,0,1,0,72
3083,46,2960401253651836940,60,0,23,0,161,0
3084,46,2960630314821420416,,,11,0,69,6
3085,46,2961146431437005228,,,9,0,59,0
3086,46,2962311335535390960,60,0,23,0,147,0
3087,46,2962767323455977279,,,0,12,0,84
3088,46,2963053847001687624,,,6,0,62,0
3089,46,296324887233357044,60,0,17,0,119,0
3090,46,2963906392040806157,60,0,23,0,161,0
3091,46,2963986539067789750,,,,,,
3092,46,296459912806652740,60,0,17,0,119,0
3093,46,2964897505220625860,0,60,1,22,21,118
3094,46,296582754573075709,,,9,0,68,14
3095,46,2967049083311293817,,,12,0,82,0
3096,46,2968291084882106558,60,0,23,0,161,0
3097,46,2968504424525913753,,,13,0,89,0
3098,46,2968514385177440611,60,0,17,0,119,0
3099,46,2968757472314064027,60,0,9,0,67,0
3100,46,2970425113455066479,,,6,9,48,57
3101,46,2970450527428041505,,,0,5,0,60
3102,46,2970802493454433645,,,0,3,0,86
3103,46,297113768181061919,60,0,23,0,161,0
3104,46,2971573655202570366,60,0,17,0,119,0
3105,46,2971907660762532656,,,4,0,28,0
3106,46,297223327206882911,,,6,0,62,0
3107,46,2973395234192900794,60,0,23,0,161,0
3108,46,2973766607541934236,,,12,0,84,0
3109,46,2974109706633403181,,,0,1,0,34
3110,46,297495694066894964,,,1,0,7,0
3111,46,2975117558261201058,,,1,0,62,0
3112,46,2975973623605520096,,,8,0,59,0
3113,46,2976510663652199890,,,11,0,69,8
3114,46,2977168507209690472,60,0,8,0,65,0
3115,46,2977189193675262898,,,3,7,29,41
3116,46,2977721090210389673,,,0,10,0,79
3117,46,2977747826884855299,60,0,13,0,87,0
3118,46,2977825054377103667,60,0,12,0,84,0
3119,46,2978695913123948024,,,0,9,0,63
3120,46,2979124523438714236,,,3,0,21,0
3121,46,2979399194637860877,,,1,0,7,0
3122,46,2980151877253986440,,,4,0,25,0
3123,46,2980908745974411802,,,9,0,77,0
3124,46,2980961008473659402,,,0,9,0,63
3125,46,298215208449301787,,,11,0,77,0
3126,46,2982415111517193377,,,2,0,53,2
3127,46,2982819638474057896,60,0,11,0,77,0
3128,46,2982850244696162903,,,9,1,64,6
3129,46,2983617383176659641,,,8,0,59,0
3130,46,2983629168699704615,60,0,10,0,63,0
3131,46,2983667178679243388,,,0,2,0,14
3132,46,2983802661891069581,,,13,0,90,7
3133,46,298380606950830017,60,0,20,3,144,17
3134,46,2984455237370718928,60,0,23,0,161,0
3135,46,2984530959366002111,,,1,0,6,1
3136,46,2984667017945007804,60,0,23,0,161,0
3137,46,2985707264066695978,,,12,0,74,0
3138,46,2986435973011021755,60,0,14,0,103,0
3139,46,2987245876427282856,,,3,0,33,0
3140,46,2987501780050986074,60,0,23,0,161,0
3141,46,2988224721108930984,60,0,23,0,161,0
3142,46,2988527249536000910,60,0,23,0,76,0
3143,46,298858335924989405,,,2,0,14,0
3144,46,29887996867335920,,,10,0,83,0
3145,46,2990324124305421338,60,0,16,0,108,4
3146,46,2990363625265945721,60,0,23,0,158,3
3147,46,2990437138119767040,,,1,0,7,0
3148,46,2990770805738506193,,,0,10,0,70
3149,46,2992106207392117849,,,0,12,33,45
3150,46,299214288082750710,60,0,23,0,161,0
3151,46,2992239872853231453,60,0,23,0,75,0
3152,46,299227269549581664,,,9,0,63,0
3153,46,299331931566263572,60,0,23,0,161,0
3154,46,2993420808662968179,,,0,12,0,84
3155,46,29934475002789230,,,6,0,55,0
3156,46,2993668851137155800,,,4,0,35,0
3157,46,2994022963734577033,,,0,4,0,28
3158,46,2994175225622727805,60,0,23,0,161,0
3159,46,2994760733762859774,,,5,0,30,0
3160,46,2996229558505497481,0,60,0,13,15,68
3161,46,299634262919578009,,,0,7,6,43
3162,46,2996368959037923145,60,0,11,0,73,0
3163,46,2996656551497127747,,,0,6,0,42
3164,46,2996742730136048004,60,0,23,0,161,0
3165,46,2997579043198108695,60,0,16,0,112,0
3166,46,2997830785070709293,60,0,11,0,87,0
3167,46,2998638671895927878,,,0,5,0,69
3168,46,2999309597184339009,,,13,0,97,0
3169,46,2999376585553443335,,,11,0,69,0
3170,46,2999842805623898389,0,60,6,11,49,70
3171,46,29999337652740870,0,60,0,23,0,161
3172,46,3001170168261532194,,,11,0,57,0
3173,46,3001693339384060516,,,6,4,46,24
3174,46,3002532786277264072,,,0,11,0,72
3175,46,3002563977790624247,,,0,10,12,55
3176,46,3003673475707431400,60,0,23,0,161,0
3177,46,3003766864891078589,,,3,0,12,0
3178,46,3004335085266214420,,,2,0,56,0
3179,46,3005981708851415198,,,1,0,7,0
3180,46,3006009013009553470,,,5,7,52,32
3181,46,3007094325006098068,,,11,0,77,0
3182,46,3007760278802474355,,,9,0,63,0
3183,46,3007923405636930115,,,7,0,76,5
3184,46,3009081779233633789,,,13,0,97,0
3185,46,3010726748528874380,0,60,0,23,0,161
3186,46,3010734844991134260,,,12,0,84,0
3187,46,3011533055058225563,60,0,16,0,112,0
3188,46,3012065596392503403,60,0,23,0,142,0
3189,46,3012318114155922525,60,0,23,0,161,0
3190,46,3012960805393813520,0,60,0,13,13,78
3191,46,3013229031031541242,,,1,0,62,0
3192,46,3013469874183962368,60,0,12,0,94,0
3193,46,3013716713811770346,,,0,11,0,77
3194,46,3013793481738381100,,,3,2,21,14
3195,46,3013844308204629381,0,60,0,23,0,161
3196,46,301442141659374291,,,0,1,0,62
3197,46,3014717572782009115,,,14,0,81,17
3198,46,3014888922658676702,,,13,0,91,0
3199,46,3015238382524703788,,,0,12,0,84
3200,46,3016091460815975321,0,60,1,22,25,114
3201,46,3016162291675380698,,,3,0,21,0
3202,46,3016714039155761017,60,0,23,0,161,0
3203,46,3016996275443969190,,,12,0,57,0
3204,46,3017283017149632871,,,5,0,12,23
3205,46,3018657877087500582,,,0,13,0,101
3206,46,3018845427433922268,60,0,22,1,158,3
3207,46,3018997176483508478,60,0,14,0,110,0
3208,46,3021647680127836846,60,0,23,0,161,0
3209,46,3021933666161488542,60,0,14,0,103,0
3210,46,3022402697328333942,60,0,23,0,160,1
3211,46,3023580271226120452,,,4,0,47,0
3212,46,3025726076318005449,60,0,23,0,161,0
3213,46,3027614456208355639,,,0,11,0,72
3214,46,3028106196625322651,60,0,23,0,161,0
3215,46,3028203429237879131,60,0,23,0,161,0
3216,46,3028247204207720375,,,0,1,0,19
3217,46,3028479637019313342,60,0,23,0,161,0
3218,46,3029381557932225338,,,12,0,88,0
3219,46,3029748132559126353,60,0,23,0,142,0
3220,46,3030555033009866742,60,0,23,0,161,0
3221,46,3031079282536062642,60,0,10,0,71,0
3222,46,3031557750631284456,60,0,23,0,161,0
3223,46,3032651653037216068,60,0,23,0,161,0
3224,46,3032927137678530633,60,0,15,0,108,0
3225,46,3033037195341625549,,,0,2,0,14
3226,46,3033607389017557806,,,9,0,77,0
3227,46,3034759654120935965,,,0,10,9,60
3228,46,30365063081175560,,,0,10,0,70
3229,46,3036962147988025197,,,14,0,90,0
3230,46,3037045825383010539,60,0,23,0,161,0
3231,46,3037610575326788259,0,60,0,23,0,161
3232,46,3038353444638364679,0,60,0,23,0,161
3233,46,3039358902207215770,0,60,0,23,0,161
3234,46,3039655988289653719,0,60,0,23,0,161
3235,46,3040468237874509069,,,1,1,5,9
3236,46,3040496153321072897,,,10,0,83,0
3237,46,3040958789430679530,0,60,0,23,0,161
3238,46,3041107079468828436,,,14,0,67,18
3239,46,3041480646450735859,,,11,0,65,0
3240,46,304199174738670686,,,1,0,62,0
3241,46,3042074742185159613,,,1,0,62,0
3242,46,3042465185631957721,,,10,0,81,0
3243,46,3045050334558079852,60,0,23,0,161,0
3244,46,3046069343275256712,,,13,1,97,11
3245,46,3046891310952418009,0,60,0,23,19,142
3246,46,3048238074526495894,0,60,0,23,0,161
3247,46,3048405945625600463,60,0,23,0,161,0
3248,46,3050016054725907751,60,0,23,0,134,27
3249,46,3050689884625825259,60,0,11,0,77,0
3250,46,3050709901572905133,0,60,0,15,0,105
3251,46,3051240267131364815,,,4,1,49,11
3252,46,3052772532209071893,,,3,0,11,0
3253,46,3053071414496187392,,,8,0,55,0
3254,46,305363387441199517,60,0,23,0,161,0
3255,46,3053713749345386425,60,0,23,0,161,0
3256,46,3054456904754042262,0,60,0,23,0,161
3257,46,3056529392940482538,,,5,0,30,0
3258,46,3057981843713817630,,,0,12,0,73
3259,46,305828845765475035,0,60,0,23,21,140
3260,46,3058415293345977027,,,0,0,52,0
3261,46,3059397727017481945,,,0,12,19,65
3262,46,3060376800432192638,0,60,0,23,0,161
3263,46,3060714989674454449,60,0,23,0,161,0
3264,46,3060741418678840896,60,0,23,0,161,0
3265,46,306126560605825989,60,0,15,0,115,0
3266,46,3061344743089708812,,,2,0,24,0
3267,46,3061499441969371808,0,60,0,15,0,105
3268,46,3061584052854058888,,,9,0,58,0
3269,46,3062125155748787228,,,0,1,0,62
3270,46,3062203748223300237,60,0,23,0,161,0
3271,46,3062531608759368001,,,15,0,108,0
3272,46,306275589933283277,,,0,1,2,5
3273,46,3063094144906689583,60,0,14,0,110,0
3274,46,3063342673222578023,40,20,23,0,135,26
3275,46,3063376000059921669,,,8,0,92,0
3276,46,3063441818309864924,,,,,,
3277,46,3063955310568742423,,,8,0,86,0
3278,46,3064266872094927811,,,11,0,77,0
3279,46,3065043782772945562,60,0,23,0,161,0
3280,46,3065192801210776659,,,9,0,63,0
3281,46,3065302095670005634,,,0,12,0,86
3282,46,3066272351488600997,0,60,0,23,0,161
3283,46,30674521174433141,,,14,0,98,0
3284,46,3068127015204330700,,,0,11,0,75
3285,46,3068321467557784877,,,10,0,82,0
3286,46,3069482669850476187,,,11,1,55,2
3287,46,3069871054095098458,,,4,0,28,0
3288,46,3069878135658557253,,,7,0,65,0
3289,46,3069958946749764779,60,0,14,0,98,0
3290,46,3071213314841194338,30,30,0,15,39,66
3291,46,3071271328959528794,,,9,0,81,0
3292,46,3071760140365806403,,,15,0,102,0
3293,46,3071923573338898676,,,10,0,83,0
3294,46,3072131744791388254,60,0,23,0,161,0
3295,46,3072450101185104763,,,12,0,84,0
3296,46,307252058134940443,,,6,0,59,0
3297,46,3072978323754879698,,,12,1,87,4
3298,46,3075359803340043399,,,3,0,10,8
